gene_id,mean,median,gene_name,chromosome_name,genomic_strand,TSS,split
ENSG00000196396,24.077926086956523,20.5952,PTPN1,20,+,50510344,train
ENSG00000196405,8.461819130434781,7.76205,EVL,14,+,100065401,train
ENSG00000196406,0.11061,0.0,SPANXD,X,-,141698464,train
ENSG00000196407,6.805107826086956,4.96745,THEM5,1,-,151853703,train
ENSG00000196408,0.0014382608695652,0.0,NOXO1,16,-,1981463,train
ENSG00000196411,13.069982608695652,11.42865,EPHB4,7,-,100827508,train
ENSG00000196415,0.0819265217391304,0.0298,PRTN3,19,+,840991,train
ENSG00000196417,2.501951304347826,2.38275,ZNF765,19,+,53395127,train
ENSG00000196418,9.276659565217392,8.49025,ZNF124,1,-,247157947,train
ENSG00000196419,81.24617434782608,74.7692,XRCC6,22,+,41621276,train
ENSG00000196420,0.9295352173913044,0.3942,S100A5,1,-,153540922,train
ENSG00000196421,0.6020752173913043,0.4496,C20orf204,20,+,64034344,train
ENSG00000196422,6.050996956521739,5.70645,PPP1R26,9,+,135479772,train
ENSG00000196428,5.758097826086956,5.0481,TSC22D2,3,+,150408278,train
ENSG00000196431,0.0796373913043478,0.05995,CRYBA4,22,+,26621957,train
ENSG00000196433,0.0561608695652173,0.04305,ASMT,X,+,1615048,train
ENSG00000196436,4.588329565217391,4.3427,NPIPB15,16,+,74376306,train
ENSG00000196437,1.7917417391304349,1.68915,ZNF569,19,-,37467184,train
ENSG00000196440,1.8206139130434784,1.685,ARMCX4,X,+,101485414,train
ENSG00000196449,6.733905217391304,6.21495,YRDC,1,-,37808168,train
ENSG00000196453,3.2310178260869566,3.07825,ZNF777,7,-,149460837,train
ENSG00000196455,12.685242173913045,12.2566,PIK3R4,3,-,130746760,train
ENSG00000196456,1.1204091304347823,1.0305,ZNF775,7,+,150379317,train
ENSG00000196458,3.216050434782609,3.1,ZNF605,12,-,132956278,train
ENSG00000196459,3.748300434782609,3.5557,TRAPPC2,X,-,13734589,test
ENSG00000196460,0.9402826086956522,0.6246499999999999,RFX8,2,-,101475104,train
ENSG00000196465,4.039919130434783,3.70925,MYL6B,12,+,56152579,train
ENSG00000196466,1.5857726086956525,1.52125,ZNF799,19,-,12401248,train
ENSG00000196468,0.0338339130434782,0.017,FGF16,X,+,77447389,train
ENSG00000196470,1.9106691304347825,1.88355,SIAH1,16,-,48385307,train
ENSG00000196475,0.004971304347826,0.0,GK2,4,-,79408202,train
ENSG00000196476,3.695668260869565,3.2318,C20orf96,20,-,290368,train
ENSG00000196482,0.6192669565217391,0.31325,ESRRG,1,-,216723410,train
ENSG00000196497,0.1307795652173913,0.1197999999999999,IPO4,14,-,24188787,train
ENSG00000196498,8.86493652173913,7.86915,NCOR2,12,-,124388811,train
ENSG00000196502,1.742986956521739,1.4657,SULT1A1,16,-,28609991,train
ENSG00000196503,0.3943904347826087,0.26015,ARL9,4,+,56505421,train
ENSG00000196504,18.17454913043478,17.295900000000003,PRPF40A,2,-,152717421,valid
ENSG00000196505,9.183625217391304,8.693549999999998,GDAP2,1,-,117929593,train
ENSG00000196507,7.631250869565217,7.174,TCEAL3,X,+,103607909,train
ENSG00000196510,7.30308,7.02445,ANAPC7,12,-,110403657,train
ENSG00000196511,1.5958808695652174,1.4686,TPK1,7,-,144835981,train
ENSG00000196517,2.361303043478261,1.968,SLC6A9,1,-,44031446,train
ENSG00000196526,2.378374782608696,2.2399500000000003,AFAP1,4,-,7939791,train
ENSG00000196531,21.96447695652174,20.1515,NACA,12,-,56725284,train
ENSG00000196535,6.928758695652173,6.5762,MYO18A,17,-,29180377,train
ENSG00000196542,0.9663330434782608,0.23045,SPTSSB,3,-,161371509,train
ENSG00000196544,2.120129565217391,2.06195,BORCS6,17,-,8190180,train
ENSG00000196547,5.292363913043478,5.00225,MAN2A2,15,+,90902711,train
ENSG00000196549,3.0958408695652166,2.03845,MME,3,+,155079847,train
ENSG00000196550,0.3415560869565217,0.28135,FAM72A,1,-,206202419,train
ENSG00000196553,1.042315652173913,0.94305,CCDC196,14,+,66486289,train
ENSG00000196557,1.1051639130434785,0.6677,CACNA1H,16,+,1153098,train
ENSG00000196562,7.444304347826087,6.6842500000000005,SULF2,20,-,47785439,train
ENSG00000196565,0.1755830434782609,0.0706499999999999,HBG2,11,-,5254778,train
ENSG00000196569,11.844540434782608,10.0386,LAMA2,6,+,128883114,valid
ENSG00000196570,0.0263060869565217,0.0,PFN3,5,-,177400651,train
ENSG00000196576,43.77562652173913,40.8032,PLXNB2,22,-,50307598,valid
ENSG00000196578,0.0073130434782608,0.0,OR5AC2,3,+,98087173,train
ENSG00000196581,0.1800630434782608,0.0602,AJAP1,1,+,4654596,train
ENSG00000196584,2.840808260869565,2.37605,XRCC2,7,-,152676131,train
ENSG00000196586,27.63244826086957,25.66045,MYO6,6,+,75749231,train
ENSG00000196588,5.44094652173913,5.1485,MRTFA,22,-,40436310,valid
ENSG00000196589,0.000135652173913,0.0,MBD3L2B,19,-,7021431,train
ENSG00000196591,5.107347391304347,4.47335,HDAC2,6,-,113971120,train
ENSG00000196597,4.767532608695652,4.59985,ZNF782,9,-,96854486,train
ENSG00000196600,0.0712834782608695,0.0582,SLC22A25,11,-,63229647,train
ENSG00000196604,1.489759130434783,0.01915,POTEF,2,-,130129374,train
ENSG00000196605,4.222937826086956,3.949,ZNF846,19,-,9768580,train
ENSG00000196611,35.239369565217395,12.1762,MMP1,11,-,102798148,train
ENSG00000196616,7.618325652173913,5.12595,ADH1B,4,-,99321392,train
ENSG00000196620,3.6588765217391295,0.11275,UGT2B15,4,-,68670648,train
ENSG00000196628,6.410336086956521,5.79535,TCF4,18,-,55588184,train
ENSG00000196632,1.063231739130435,0.49875,WNK3,X,-,54357992,train
ENSG00000196636,6.779800869565217,6.21875,SDHAF3,7,+,97117698,train
ENSG00000196639,3.1176256521739125,2.9602,HRH1,3,+,11154484,train
ENSG00000196642,4.914429565217391,4.6097,RABL6,9,+,136807943,train
ENSG00000196646,4.114139565217392,4.0641,ZNF136,19,+,12163051,train
ENSG00000196652,4.782312608695652,4.5983,ZKSCAN5,7,+,99505242,train
ENSG00000196653,2.9325091304347826,2.8493500000000003,ZNF502,3,+,44712634,train
ENSG00000196655,5.39290347826087,5.0373,TRAPPC4,11,+,119018746,train
ENSG00000196659,2.6821086956521736,2.57095,IFT70B,2,-,177552796,train
ENSG00000196660,0.1066791304347826,0.00565,SLC30A10,1,-,219928550,train
ENSG00000196663,3.820950434782609,3.62465,TECPR2,14,+,102363044,train
ENSG00000196664,3.244887391304347,2.7742,TLR7,X,+,12867064,train
ENSG00000196666,0.1006334782608695,0.0774,FAM180B,11,+,47586673,train
ENSG00000196670,13.878965217391306,12.96925,ZFP62,5,-,180861248,train
ENSG00000196678,3.5695778260869564,3.3388,ERI2,16,-,20806431,train
ENSG00000196683,58.95411869565217,54.42085,TOMM7,7,-,22822829,train
ENSG00000196684,7.046933478260869,6.46895,HSH2D,19,+,16143678,train
ENSG00000196689,1.4958652173913043,1.29945,TRPV1,17,-,3597101,train
ENSG00000196693,7.627683913043477,7.2176,ZNF33B,10,-,42638553,test
ENSG00000196700,8.63713304347826,7.61335,ZNF512B,20,-,63969890,train
ENSG00000196704,10.218416956521738,9.75645,AMZ2,17,+,68248013,valid
ENSG00000196705,4.775388260869565,4.3622,ZNF431,19,+,21142026,train
ENSG00000196711,0.8471521739130433,0.47425,ALKAL1,8,-,52565408,train
ENSG00000196712,12.243695217391306,12.0072,NF1,17,+,31094969,train
ENSG00000196715,17.207971739130432,16.09765,VKORC1L1,7,+,65873243,train
ENSG00000196724,2.355022608695653,2.2329,ZNF418,19,-,57935353,train
ENSG00000196730,18.738425217391303,16.2691,DAPK1,9,+,87497852,train
ENSG00000196734,0.0012426086956521,0.0,LCE1B,1,+,152811971,train
ENSG00000196735,45.64463608695652,39.4498,HLA-DQA1,6,+,32637396,train
ENSG00000196739,3.091513478260869,2.71705,COL27A1,9,+,114155527,valid
ENSG00000196743,32.3684647826087,29.9753,GM2A,5,+,151253171,train
ENSG00000196747,64.63648043478261,52.2738,H2AC13,6,+,27808173,train
ENSG00000196748,0.5857591304347827,0.1876999999999999,CLPSL2,6,+,35776594,train
ENSG00000196754,13.210797391304348,4.4704,S100A2,1,-,153565535,train
ENSG00000196757,8.316648695652175,8.1707,ZNF700,19,+,11925098,train
ENSG00000196767,0.0077434782608695,0.0,POU3F4,X,+,83508284,train
ENSG00000196772,0.0151547826086956,0.0,OR14A16,1,-,247824119,train
ENSG00000196776,40.99454347826087,37.34725,CD47,3,-,108090969,train
ENSG00000196778,0.0745426086956521,0.0533,OR52K1,11,+,4482646,train
ENSG00000196781,7.431653913043479,7.234949999999999,TLE1,9,-,81689536,train
ENSG00000196782,4.41972304347826,4.103899999999999,MAML3,4,-,140154176,train
ENSG00000196787,19.51226565217392,15.2437,H2AC11,6,+,27133043,train
ENSG00000196792,17.549471739130436,16.12415,STRN3,14,-,31026363,train
ENSG00000196793,3.690733478260869,3.0234500000000004,ZNF239,10,-,43574568,train
ENSG00000196800,0.5998521739130435,0.2927499999999999,SPINK14,5,+,148168546,valid
ENSG00000196805,0.0099252173913043,0.0,SPRR2B,1,-,153071607,train
ENSG00000196811,0.368115652173913,0.305,CHRNG,2,+,232539719,valid
ENSG00000196812,5.862456521739129,5.4936,ZSCAN16,6,+,28124597,train
ENSG00000196814,3.738372608695652,3.19855,MVB12B,9,+,126326829,train
ENSG00000196821,29.00513391304348,27.21985,ILRUN,6,-,34671956,train
ENSG00000196834,0.0405878260869565,0.00895,POTEI,2,-,130509287,train
ENSG00000196839,2.680734782608696,2.26505,ADA,20,-,44651684,train
ENSG00000196843,6.756000869565217,6.13605,ARID5A,2,+,96536743,train
ENSG00000196844,0.1861052173913043,0.08545,PATE2,11,-,125778795,train
ENSG00000196850,10.15114043478261,9.3605,PPTC7,12,-,110583305,train
ENSG00000196859,0.2588486956521739,0.1512,KRT39,17,-,40966862,train
ENSG00000196860,0.5779713043478261,0.55995,TOMM20L,14,+,58395912,train
ENSG00000196862,0.2708186956521738,0.26595,RGPD4,2,+,107826889,train
ENSG00000196865,7.927006956521739,7.604150000000001,NHLRC2,10,+,113854611,train
ENSG00000196866,0.2860721739130434,0.1582,H2AC7,6,-,26199293,train
ENSG00000196867,2.0860226086956524,2.07605,ZFP28,19,+,56538917,train
ENSG00000196872,3.374268695652174,2.87405,CRACDL,2,-,98822304,train
ENSG00000196873,0.371014347826087,0.35475,ZNG1C,9,+,68241985,train
ENSG00000196876,1.135948695652174,0.7332,SCN8A,12,+,51591217,train
ENSG00000196878,60.08367,50.8611,LAMB3,1,-,209652417,train
ENSG00000196890,2.7964513043478263,1.95105,H2BC26,1,+,228458103,train
ENSG00000196900,0.0484486956521739,0.0,SPMIP10,5,+,126631705,train
ENSG00000196911,2.635187391304348,2.5279,KPNA5,6,+,116681176,train
ENSG00000196912,8.885568260869565,7.5603,ANKRD36B,2,-,97589816,train
ENSG00000196914,21.226255652173915,20.6659,ARHGEF12,11,+,120336357,train
ENSG00000196917,2.057550869565217,0.8081,HCAR1,12,-,122730759,train
ENSG00000196923,7.521959565217391,6.8316,PDLIM7,5,-,177497594,train
ENSG00000196924,145.30053521739129,134.8336,FLNA,X,-,154371210,train
ENSG00000196932,0.4277839130434783,0.381,TMEM26,10,-,61453331,train
ENSG00000196935,1.3239717391304346,1.0755,SRGAP1,12,+,63844076,train
ENSG00000196937,21.890079565217395,17.4098,FAM3C,7,-,121396283,train
ENSG00000196946,0.0153260869565217,0.0097,ZNF705A,12,+,8156612,train
ENSG00000196950,12.663226521739128,11.23645,SLC39A10,2,+,195657179,train
ENSG00000196954,17.02370391304348,16.26765,CASP4,11,-,104968533,train
ENSG00000196961,6.183714782608697,5.95235,AP2A1,19,+,49766962,train
ENSG00000196967,1.360462608695652,1.29025,ZNF585A,19,-,37172670,train
ENSG00000196968,7.032095217391304,6.7881,FUT11,10,+,73772270,train
ENSG00000196972,0.562773043478261,0.47545,SMIM10L2B,X,-,135098712,train
ENSG00000196975,10.84946695652174,9.03125,ANXA4,2,+,69742125,train
ENSG00000196976,13.024898260869564,11.33535,LAGE3,X,-,154478907,train
ENSG00000196981,3.877567391304348,3.7386,WDR5B,3,-,122416035,train
ENSG00000196990,0.1211639130434782,0.0433,FAM163B,9,-,133580206,valid
ENSG00000196993,0.0639221739130434,0.046,NPIPB9,16,+,28751787,train
ENSG00000196998,4.608473913043478,4.339499999999999,WDR45,X,-,49079876,train
ENSG00000197006,11.650168260869563,10.984,METTL9,16,+,21599561,train
ENSG00000197008,8.260633478260868,7.8431,ZNF138,7,+,64794415,train
ENSG00000197013,3.355237391304348,3.01345,ZNF429,19,+,21505585,train
ENSG00000197016,1.526478260869565,1.4379,ZNF470,19,+,56567485,train
ENSG00000197019,7.589108695652174,6.85435,SERTAD1,19,-,40425984,train
ENSG00000197020,4.075767826086957,3.7463,ZNF100,19,-,21767560,valid
ENSG00000197021,6.991335217391304,6.546799999999999,EOLA2,X,-,149937514,train
ENSG00000197024,5.639958260869565,5.2189,ZNF398,7,+,149147424,train
ENSG00000197037,5.305143043478262,5.1353,ZSCAN25,7,+,99616946,train
ENSG00000197043,27.06814652173913,25.5253,ANXA6,5,-,151157718,test
ENSG00000197044,4.242606086956522,3.9932,ZNF441,19,+,11767023,train
ENSG00000197045,10.663786086956522,10.272200000000002,GMFB,14,-,54488940,train
ENSG00000197046,0.6365913043478261,0.485,SIGLEC15,18,+,45825690,test
ENSG00000197050,3.219369565217391,3.04505,ZNF420,19,+,37078412,train
ENSG00000197054,0.7092186956521739,0.68455,ZNF763,19,+,11965029,train
ENSG00000197056,6.161379130434783,5.9092,ZMYM1,1,+,35079374,train
ENSG00000197057,1.5846904347826083,1.1124,DTHD1,4,+,36281591,train
ENSG00000197061,154.77469130434784,132.7319,H4C3,6,+,26103933,train
ENSG00000197062,5.61207,5.46685,ZSCAN26,6,+,28267143,train
ENSG00000197063,6.451335652173912,5.7973,MAFG,17,-,81927700,train
ENSG00000197070,8.095080000000001,7.5436,ARRDC1,9,+,137605674,train
ENSG00000197077,5.557405652173913,4.899,KIAA1671,22,+,25070174,train
ENSG00000197079,0.0046673913043478,0.0,KRT35,17,-,41481149,train
ENSG00000197081,19.47961608695652,19.30765,IGF2R,6,+,159969070,train
ENSG00000197084,0.0035786956521739,0.0,LCE1C,1,-,152806645,train
ENSG00000197093,2.661254782608696,2.28525,GAL3ST4,7,-,100168568,train
ENSG00000197102,27.0607247826087,25.8614,DYNC1H1,14,+,101964564,train
ENSG00000197106,0.2124704347826087,0.0426,SLC6A17,1,+,110150505,train
ENSG00000197111,10.042247826086957,9.4634,PCBP2,12,+,53452095,train
ENSG00000197114,1.7520647826086957,1.6419,ZGPAT,20,+,63708029,train
ENSG00000197119,6.821879130434783,5.63485,SLC25A29,14,-,100306430,train
ENSG00000197121,2.99492,2.7342,PGAP1,2,-,196926717,train
ENSG00000197122,9.067111739130434,8.3647,SRC,20,+,37346129,train
ENSG00000197123,0.1452013043478261,0.0,ZNF679,7,+,64248947,train
ENSG00000197124,4.008232173913044,3.19035,ZNF682,19,-,20039492,train
ENSG00000197125,0.0899721739130434,0.0062,OR8B8,11,-,124441158,train
ENSG00000197128,3.839549565217392,3.627,ZNF772,19,-,57477510,valid
ENSG00000197134,1.0912195652173913,0.6709,ZNF257,19,+,22052477,train
ENSG00000197136,8.224060869565218,8.027899999999999,PCNX3,11,+,65615776,train
ENSG00000197140,0.5783195652173913,0.4674,ADAM32,8,+,39107556,train
ENSG00000197142,36.29783391304348,28.34195,ACSL5,10,+,112376194,train
ENSG00000197147,6.010366956521739,5.896100000000001,LRRC8B,1,+,89524872,train
ENSG00000197150,3.66899695652174,3.4110500000000004,ABCB8,7,+,151028436,train
ENSG00000197153,11.892099130434785,7.8825,H3C12,6,-,27890826,train
ENSG00000197157,42.68546130434783,40.6692,SND1,7,+,127652186,train
ENSG00000197162,2.0736143478260867,1.99465,ZNF785,16,-,30585679,train
ENSG00000197165,0.5125634782608696,0.40595,SULT1A2,16,-,28597043,train
ENSG00000197168,0.8023691304347825,0.59075,NEK5,13,-,52129051,train
ENSG00000197170,14.781188695652173,14.4171,PSMD12,17,-,67366562,test
ENSG00000197172,2.6439547826086955,0.0,MAGEA6,X,+,152698787,train
ENSG00000197177,0.0128134782608695,0.0045,ADGRA1,10,+,133087924,train
ENSG00000197181,0.3430582608695651,0.11645,PIWIL2,8,+,22275334,train
ENSG00000197183,3.414632173913044,3.1977,NOL4L,20,-,32483471,train
ENSG00000197191,1.0049621739130434,0.68805,CYSRT1,9,+,137225174,train
ENSG00000197208,2.236172173913044,2.0223,SLC22A4,5,+,132294377,train
ENSG00000197213,0.0306104347826086,0.0104,ZSCAN5B,19,-,56197783,train
ENSG00000197217,15.02792695652174,14.532,ENTPD4,8,-,23457618,train
ENSG00000197223,3.898385652173913,3.8496,C1D,2,-,68062974,train
ENSG00000197226,14.50559,13.70645,TBC1D9B,5,-,179907825,train
ENSG00000197233,0.1432460869565217,0.0587,OR1J2,9,+,122469081,train
ENSG00000197238,6.524129565217391,6.16235,H4C11,6,+,27824092,train
ENSG00000197241,0.0286669565217391,0.0177,SLC2A7,1,-,9026386,train
ENSG00000197245,0.4858952173913044,0.38065,FAM110D,1,+,26159072,test
ENSG00000197249,131.6238913043478,85.50345,SERPINA1,14,-,94388590,train
ENSG00000197253,8.064739130434782,5.8597,TPSB2,16,-,1229643,train
ENSG00000197256,10.307937391304348,9.9236,KANK2,19,-,11197514,train
ENSG00000197261,4.2137021739130445,2.6443000000000003,C6orf141,6,+,49550650,train
ENSG00000197265,11.22370913043478,10.6209,GTF2E2,8,-,30658176,train
ENSG00000197272,0.1914352173913043,0.1585,IL27,16,-,28506832,train
ENSG00000197273,0.2621934782608696,0.0487,GUCA2A,1,-,42164737,train
ENSG00000197275,0.6356495652173915,0.529,RAD54B,8,-,94475044,test
ENSG00000197279,2.627672608695653,2.36325,ZNF165,6,+,28080565,train
ENSG00000197283,1.5443934782608697,1.4122,SYNGAP1,6,+,33420091,train
ENSG00000197296,4.426377391304348,3.818,FITM2,20,-,44311142,train
ENSG00000197299,2.2318869565217394,1.7803,BLM,15,+,90717321,train
ENSG00000197302,4.388243043478261,4.2647,KRBOX5,16,+,31713244,train
ENSG00000197309,0.0682286956521739,0.0,OR10D3,11,+,124183345,train
ENSG00000197312,8.854229565217391,8.459,DDI2,1,+,15617427,test
ENSG00000197321,15.996478695652176,15.01535,SVIL,10,-,29634964,train
ENSG00000197323,12.998664347826086,12.75265,TRIM33,1,-,114511161,train
ENSG00000197324,26.16440608695652,24.16635,LRP10,14,+,22871804,train
ENSG00000197329,23.165339130434784,20.717550000000003,PELI1,2,-,64144412,train
ENSG00000197343,16.89755043478261,16.521,ZNF655,7,+,99558626,train
ENSG00000197345,7.650935652173914,5.9628,MRPL21,11,-,68903796,train
ENSG00000197353,0.2346073913043478,0.0818,LYPD2,8,-,142752500,train
ENSG00000197355,2.791816956521739,2.43325,UAP1L1,9,+,137077469,train
ENSG00000197360,0.2638460869565217,0.04835,ZNF98,19,-,22422334,train
ENSG00000197361,0.3114004347826087,0.2733,FBXL22,15,+,63597378,train
ENSG00000197362,3.504373913043477,3.281,ZNF786,7,-,149090676,train
ENSG00000197363,2.1425852173913045,1.9079,ZNF517,8,+,144798866,train
ENSG00000197372,3.067999130434783,2.8717,ZNF675,19,-,23687168,train
ENSG00000197375,1.9822769565217389,1.83385,SLC22A5,5,+,132369690,train
ENSG00000197380,0.6090982608695652,0.5408999999999999,DACT3,19,-,46661129,train
ENSG00000197381,3.633558260869565,3.35365,ADARB1,21,+,45074551,train
ENSG00000197385,2.573336521739131,2.16245,ZNF860,3,+,31981740,train
ENSG00000197386,10.841538260869564,10.5958,HTT,4,+,3074661,train
ENSG00000197403,0.0286069565217391,0.0135,OR6N1,1,-,158772195,train
ENSG00000197405,7.3381808695652175,6.4016,C5AR1,19,+,47309853,train
ENSG00000197406,0.2134652173913043,0.127,DIO3,14,+,101561492,test
ENSG00000197408,0.0375743478260869,0.01655,CYP2B6,19,+,40991273,train
ENSG00000197409,0.0355708695652173,0.0,H3C4,6,-,26197286,train
ENSG00000197410,0.26765,0.17485,DCHS2,4,-,154491764,train
ENSG00000197415,4.376477826086957,2.62455,VEPH1,3,-,157533594,train
ENSG00000197416,0.1234726086956521,0.0464,FABP12,8,-,81531268,train
ENSG00000197417,0.7467408695652175,0.67655,SHPK,17,-,3636241,valid
ENSG00000197428,0.0017134782608695,0.0,OR51D1,11,+,4637477,train
ENSG00000197429,5.73547043478261,5.38645,IPP,1,-,45750614,train
ENSG00000197430,0.0039878260869565,0.0,OPALIN,10,-,96358989,train
ENSG00000197437,0.0432047826086956,0.0295,OR13G1,1,-,247679739,train
ENSG00000197442,18.041407391304347,16.8462,MAP3K5,6,-,136792351,train
ENSG00000197444,0.4842673913043478,0.12645,OGDHL,10,-,49762276,test
ENSG00000197446,0.389855652173913,0.09975,CYP2F1,19,+,41114430,train
ENSG00000197448,21.553475217391306,21.277050000000003,GSTK1,7,+,143263463,train
ENSG00000197451,37.68775260869566,35.171949999999995,HNRNPAB,5,+,178204522,train
ENSG00000197454,0.0223773913043478,0.0113,OR2L5,1,+,248013660,train
ENSG00000197457,7.63688304347826,5.37255,STMN3,20,-,63653413,train
ENSG00000197461,6.77840695652174,5.94445,PDGFA,7,-,519165,train
ENSG00000197465,0.7317852173913044,0.57765,GYPE,4,-,143905529,train
ENSG00000197467,0.9613078260869564,0.7563500000000001,COL13A1,10,+,69801893,train
ENSG00000197471,3.615191304347826,3.37065,SPN,16,+,29663238,train
ENSG00000197472,0.58222,0.3407,ZNF695,1,-,247008045,train
ENSG00000197479,1.8074917391304348,1.241,PCDHB11,5,+,141199589,test
ENSG00000197483,0.6866204347826088,0.64805,ZNF628,19,+,55476596,train
ENSG00000197487,0.0069347826086956,0.0,GALP,19,+,56176005,train
ENSG00000197496,6.589585652173913,5.74025,SLC2A10,20,+,46709622,train
ENSG00000197497,0.7589291304347826,0.7043999999999999,ZNF665,19,-,53193334,train
ENSG00000197498,5.559034782608696,5.200950000000001,RPF2,6,+,110982028,train
ENSG00000197506,2.6661391304347823,1.56575,SLC28A3,9,-,84340742,train
ENSG00000197520,2.15953,0.7072499999999999,FAM177B,1,+,222739667,train
ENSG00000197530,3.834418260869565,3.55125,MIB2,1,+,1615840,train
ENSG00000197532,0.0054778260869565,0.0,OR6Y1,1,-,158554405,train
ENSG00000197535,8.799425217391304,8.82255,MYO5A,15,-,52528873,train
ENSG00000197540,1.6705652173913044,1.2335,GZMM,19,+,544039,train
